job_id,job_title,company_name,company_state,employment_type,experience_level,company_size,image_link,employees,company_services,salary,original_title
3694899214,Data Analyst,Hearst Autos,CA,Full-time,Entry level,M,https://media.licdn.com/dms/image/D4E0BAQFebHcUzQdjbg/company-logo_100_100/0/1687456407410/hearst_autos_logo?e=1712188800&v=beta&t=z-BjACLf5YIgyaQvDfhyLy_oKVMdYcHSr-yocjVdM1E,51-200 employees,Internet Publishing,110296.68,Data Analyst
3695751559,Senior Machine Learning Engineer,TikTok,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C510BAQGCdThXIss7UQ/company-logo_100_100/0/1630606162248/tiktok_logo?e=1712188800&v=beta&t=TnKOeulgrxOnJlI9SSXh4fTDEGqREutfoACQXiEx7ZU,"10,001+ employees",Entertainment Providers,274500.0,"Senior Machine Learning Engineer, TikTok Multimedia"
3697721526,Machine Learning Scientist,Grainger,IL,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQEK9HH2hXH2ow/company-logo_100_100/0/1630645127665/ww_grainger_logo?e=1712188800&v=beta&t=d_IxNVwPpJnQE1vEYjkFce559iMkr3hknhKvtlmipJQ,"10,001+ employees",Retail Office Equipment,165750.0,Applied Machine Learning Scientists
3701382335,Data Architect,Arlington Public Schools,VA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQH_QoxTSWhXKg/company-logo_100_100/0/1631326834581?e=1712188800&v=beta&t=b0jjsfq5rFEmHzQm4UVIg8nT1WeRCK-kqMc9Y8UMSdw,"5,001-10,000 employees",Primary and Secondary Education,133047.0,DATA ARCHITECT
3703435524,Data Engineer,Meta,WA,Full-time,Mid-Senior level,M,https://media.licdn.com/dms/image/C4E0BAQFdNatYGiBelg/company-logo_100_100/0/1636138754252/facebook_logo?e=1712188800&v=beta&t=CaYl-OXUln_0_hMi5KpYofrxq9x7uZ17OmraopD3Ry4,51-200 employees,Software Development,180000.0,Data Engineer
3704094424,Senior Machine Learning Engineer,Bain & Company,GA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQF-f0ob5Mu0lQ/company-logo_100_100/0/1688168545058/bain_and_company_logo?e=1712188800&v=beta&t=rB9NCs4VvpwKVI7Rkcv7FIQV8LOfMk_WR_OwplMi0pg,"10,001+ employees",Business Consulting and Services,142250.0,Senior Machine Learning Engineer
3704097173,Senior Machine Learning Engineer,Bain & Company,TX,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQF-f0ob5Mu0lQ/company-logo_100_100/0/1688168545058/bain_and_company_logo?e=1712188800&v=beta&t=rB9NCs4VvpwKVI7Rkcv7FIQV8LOfMk_WR_OwplMi0pg,"10,001+ employees",Business Consulting and Services,142250.0,Senior Machine Learning Engineer
3704098101,Senior Machine Learning Engineer,Bain & Company,TX,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQF-f0ob5Mu0lQ/company-logo_100_100/0/1688168545058/bain_and_company_logo?e=1712188800&v=beta&t=rB9NCs4VvpwKVI7Rkcv7FIQV8LOfMk_WR_OwplMi0pg,"10,001+ employees",Business Consulting and Services,142250.0,Senior Machine Learning Engineer
3704586477,Senior Data Scientist,The Walt Disney Company,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQE7OIxItpOtzA/company-logo_100_100/0/1672755875596/the_walt_disney_company_logo?e=1712188800&v=beta&t=8CQW-yNpgqgo6_Dd8yDFeamuhj3J-KyQBdL3plxGCaQ,"10,001+ employees",Entertainment Providers,159264.0,Senior Data Scientist
3704588301,Research Scientist,ByteDance,WA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQGA-1ynUGnhlA/company-logo_100_100/0/1630658803864/bytedance_logo?e=1712188800&v=beta&t=ZZXLeEcJRd9XlgkxhtEdIeeiPTWNQM6EM5BAkMWoLc8,"10,001+ employees",Software Development,259711.0,Research Scientist - Machine Learning for Science
3704589055,Data Scientist,The Walt Disney Company,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQE7OIxItpOtzA/company-logo_100_100/0/1672755875596/the_walt_disney_company_logo?e=1712188800&v=beta&t=8CQW-yNpgqgo6_Dd8yDFeamuhj3J-KyQBdL3plxGCaQ,"10,001+ employees",Entertainment Providers,131808.0,Data Scientist II
3705627117,Machine Learning Scientist,Grainger,IL,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQEK9HH2hXH2ow/company-logo_100_100/0/1630645127665/ww_grainger_logo?e=1712188800&v=beta&t=d_IxNVwPpJnQE1vEYjkFce559iMkr3hknhKvtlmipJQ,"10,001+ employees",Retail Office Equipment,177225.0,Principal Applied Machine Learning Scientist
3708911747,Data Scientist,Kforce Inc,FL,Contract,Associate,L,https://media.licdn.com/dms/image/C4D0BAQEtonVHDHqAZQ/company-logo_100_100/0/1639415775313/kforce_logo?e=1712188800&v=beta&t=HkoQMTWa4yn9vdXOuXNslkr4FIjKI6rkPKaKP7ib7Wo,"1,001-5,000 employees",IT Services and IT Consulting,86400.0,Data Scientist
3709743649,Senior Deep Learning Engineer,Phantom AI,CA,Full-time,Mid-Senior level,M,https://media.licdn.com/dms/image/C560BAQFhXt8NV3Iurg/company-logo_100_100/0/1634803460432/phantom_ai_logo?e=1712188800&v=beta&t=NdQkKGhLpSi7i8n1bQLEoHHwbI9ID1pQIpRjXxMfZt8,51-200 employees,Software Development,192500.0,Senior Computer Vision Engineer - Deep Learning Focus
3709807232,Data Analyst,Panda Restaurant Group,CA,Full-time,Entry level,L,https://media.licdn.com/dms/image/D560BAQFOGmrz_7Gxxw/company-logo_100_100/0/1692061813233/panda_restaurant_group_logo?e=1712188800&v=beta&t=WclNQhIQog5seMa_lRc7OpXvcfJEqt1n6AQRhRuD3JM,"10,001+ employees",Restaurants,70560.0,Data Analyst
3709980910,Data Scientist,OpenAI,CA,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4E0BAQG0lRhNgYJCXw/company-logo_100_100/0/1678382029963/openai_logo?e=1712188800&v=beta&t=OsDd7Rx-hnsC2sFHLH4JPaMUnurXYMoSm60J_WbbVRY,201-500 employees,Research Services,315000.0,"Data Scientist, Product"
3713038455,Data Analyst,"University of California, Santa Cruz",CA,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4E0BAQEEdPQHFbiGrg/company-logo_100_100/0/1656436364797?e=1712188800&v=beta&t=Mb94XiYrErIBFSFFf2Lz_SQkmcnA4pYbC8cM2_xxJ9A,"1,001-5,000 employees",Higher Education,110000.0,Project Data Analyst - 58006
3714080586,Research Scientist,NVIDIA,CA,Full-time,Entry level,L,https://media.licdn.com/dms/image/C560BAQFDs6GbpvE3zA/company-logo_100_100/0/1630584931971/nvidia_logo?e=1712188800&v=beta&t=3rSWyGm_Rhq8dif50FGLKrbiW9lcxWPSHTHX7a8oIT0,"10,001+ employees",Computer Hardware Manufacturing,201625.0,"Research Scientist, Computer Vision and Deep Learning - New College Grad 2024"
3715251799,Data Analyst,Fund for Public Health in NYC,NY,Temporary,Entry level,L,https://media.licdn.com/dms/image/C4E0BAQGL0q1b91aiXA/company-logo_100_100/0/1671479917255/fund_for_public_health_nyc_logo?e=1712188800&v=beta&t=6oQnEBLOCwAQnRQqlRJx6jlOjC_JgDRRvOykokUOHfM,201-500 employees,Non-profit Organizations,50880.0,Data Analyst
3715450372,Data Architect,CACI International Inc,DC,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQG7gAj_BVld5Q/company-logo_100_100/0/1647546911085/caci_international_inc_logo?e=1712188800&v=beta&t=KMRpfYTvzBAgq2SZnaAicPnAWiebJsB69Nn9pNYFtdI,"10,001+ employees",IT Services and IT Consulting,138750.0,Data Architect
3716476240,Data Architect,HMSA,HI,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C510BAQEhTs7VahbtuQ/company-logo_100_100/0/1631303280225?e=1712188800&v=beta&t=MSGhxwUPmxjsFmYU38HeFmQZMz418X1BFNE3A6Y41PE,"1,001-5,000 employees",Insurance,129708.5,Data Architect
3718566629,Senior Deep Learning Engineer,NVIDIA,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQFDs6GbpvE3zA/company-logo_100_100/0/1630584931971/nvidia_logo?e=1712188800&v=beta&t=3rSWyGm_Rhq8dif50FGLKrbiW9lcxWPSHTHX7a8oIT0,"10,001+ employees",Computer Hardware Manufacturing,254750.0,Senior Performance Engineer - Deep Learning
3719128004,Senior Machine Learning Engineer,TikTok,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C510BAQGCdThXIss7UQ/company-logo_100_100/0/1630606162248/tiktok_logo?e=1712188800&v=beta&t=TnKOeulgrxOnJlI9SSXh4fTDEGqREutfoACQXiEx7ZU,"10,001+ employees",Entertainment Providers,233520.0,"Senior Machine Learning Engineer, Shop Ads"
3719368874,Senior Machine Learning Engineer,TikTok,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C510BAQGCdThXIss7UQ/company-logo_100_100/0/1630606162248/tiktok_logo?e=1712188800&v=beta&t=TnKOeulgrxOnJlI9SSXh4fTDEGqREutfoACQXiEx7ZU,"10,001+ employees",Entertainment Providers,250000.0,"Machine Learning Engineer / Sr. Machine Learning Engineer, TikTok E-Commerce Knowledge Graph - USDS"
3719386784,Data Engineer,Rockstar Games,NY,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4D0BAQGBAhxCc6Og5Q/company-logo_100_100/0/1630456992601/rockstar_games_logo?e=1712188800&v=beta&t=78fqn0oMUUOwbtGWBJrm-A1tbbD0PuA9ldN4Fm_HalA,"1,001-5,000 employees",Computer Games,104450.0,Data Engineer
3720106720,Senior Machine Learning Engineer,Chan Zuckerberg Initiative,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQHV3ReVGVUfjg/company-logo_100_100/0/1688391703616/chan_zuckerberg_initiative_logo?e=1712188800&v=beta&t=NP1rpd-MY1R8h7EIyr3P1j5laMawOGj_d2RXKykNI90,201-500 employees,Non-profit Organizations,237500.0,"Senior Machine Learning Engineer, Science"
3721103987,Data Engineer,PitchBook,WA,Full-time,Entry level,L,https://media.licdn.com/dms/image/C560BAQG-TowEuosYLQ/company-logo_100_100/0/1668555279365/pitchbook_logo?e=1712188800&v=beta&t=cemIVwQl9G4Gdm2sOkzHN7pm1TOjrLEyGvhr5-wFHr4,"1,001-5,000 employees",Venture Capital and Private Equity Principals,150075.0,Data Engineer
3726741840,Senior Data Analyst,Institute for Women's Policy Research,DC,Full-time,Mid-Senior level,M,https://media.licdn.com/dms/image/C4D0BAQGOZcIgV2VsjA/company-logo_100_100/0/1630506681578/institute_for_womens_policy_research_logo?e=1712188800&v=beta&t=PIjZgeBSpFJOTOKJbb_PzuIQ7EHmkGD25-Ckuqbesn4,11-50 employees,Research,94140.0,Data Analyst/Senior Data Analyst
3726907275,Senior Data Scientist,Coinbase,DC,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQHsPlWyC0Ksxg/company-logo_100_100/0/1630669856291/coinbase_logo?e=1712188800&v=beta&t=M5vnGc9m0HwuflY510Dc2hSDteMLEqVm62Lsq6moYls,"1,001-5,000 employees",Internet Publishing,173125.0,Senior Data Scientist
3727084672,Senior Business Analyst,ICE,FL,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQHCz5Okg87IpA/company-logo_100_100/0/1647829727454/icemarkets_logo?e=1712188800&v=beta&t=rP_qEqs7WuI-qbzqBknElWOq4pBHuU1bTsRCUjVDcJM,"1,001-5,000 employees",Internet Publishing,173125.0,Senior Business Analyst
3727314228,Data Analyst,Washington University in St. Louis,MO,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4D0BAQHsOGDME0U7Vg/company-logo_100_100/0/1631306255907?e=1712188800&v=beta&t=sb6klTCymUv8SAVaVew9DUkV8VQOUH0BgbbUHMSzp_4,"10,001+ employees",Higher Education,70400.0,Statistical Data Analyst - Biostatistics
3727339516,Machine Learning Engineer,Adobe,NY,Full-time,Internship,L,https://media.licdn.com/dms/image/C560BAQFrtK-ioO1rsQ/company-logo_100_100/0/1630645864762/adobe_logo?e=1712188800&v=beta&t=g0tuxXEH8ONGGKkskU7qfuEm0Du8XaLtoe8FL144mGw,"10,001+ employees",Software Development,96000.0,2024 Intern - Machine Learning Engineer
3727777092,Senior Business Analyst,Amazon,WA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQHTvZwCx4p2Qg/company-logo_100_100/0/1630640869849/amazon_logo?e=1712188800&v=beta&t=8Vy4H1heWqvOtTaiqMLscpz9K4ydgZ8TuE77tzZLLmw,"10,001+ employees",Software Development,139800.0,"Sr. Business Analyst, HL Private Brands"
3728714328,Senior Data Engineer,Databricks,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQFPIRKiPVETuw/company-logo_100_100/0/1697215766274?e=1712188800&v=beta&t=NdHO94vLSfJ_EO79BMOXehvbHW0c1o72LRd-xZ9uv6k,"5,001-10,000 employees",Software Development,159850.0,Senior Data Engineer
3728819476,Senior Data Scientist,The Walt Disney Company,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQE7OIxItpOtzA/company-logo_100_100/0/1672755875596/the_walt_disney_company_logo?e=1712188800&v=beta&t=8CQW-yNpgqgo6_Dd8yDFeamuhj3J-KyQBdL3plxGCaQ,"10,001+ employees",Entertainment Providers,163609.0,Senior Data Scientist - Marketing Science
3729190679,Data Scientist,Procter & Gamble,OH,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448432247/procter_and_gamble_logo?e=1712188800&v=beta&t=JD9eGKQQ1484HoEayvo15LU2t-6SXpsFgo4cq1Z4WnY,"10,001+ employees",Manufacturing,159000.0,Generative AI Data Scientist
3729439901,Senior Software Engineer,Discord,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQF4M0IT6_BcsA/company-logo_100_100/0/1630641421267/discord_logo?e=1712188800&v=beta&t=lYWgwCQC4dW54jxAzMfCS8Njp7VvC4EXBWR90wQ64Fg,"501-1,000 employees",Software Development,212000.0,"Senior Software Engineer, Machine Learning Platform"
3730034336,Data Scientist,Zoox,CA,Internship,Internship,L,https://media.licdn.com/dms/image/C560BAQF2yqp_9BrVew/company-logo_100_100/0/1654722579134/zoox_inc_logo?e=1712188800&v=beta&t=SL6WcNU244xnmomZB-gLmVL3m7hhTuBMoxH3yOMQ3Sc,"1,001-5,000 employees",Automotive,96000.0,"Autonomy Insights, Data Science/Machine Learning Internship/Co-Op"
3730035769,Deep Learning Engineer,Skydio,CA,Internship,Internship,L,https://media.licdn.com/dms/image/D560BAQEOg7RZwoPGkw/company-logo_100_100/0/1691098239663/skydio_logo?e=1712188800&v=beta&t=V6b9mzNO9uNhkYhwLs9kapictWDUaZh0FiODqJY_aPM,"501-1,000 employees",Aviation and Aerospace Component Manufacturing,111360.0,PhD Autonomy Engineer Intern - Deep Learning or Computer Vision
3730123713,Senior Business Analyst,Starr Insurance,NY,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQElxpvFmAqq0w/company-logo_100_100/0/1690231348553/starr_insurance_companies_logo?e=1712188800&v=beta&t=gcP_AIZ_SZT2CNoE-1kBUauBAU0DuMZ7tY8V58P1L2Y,"1,001-5,000 employees",Insurance,145000.0,Senior IT Business Analyst
3730680253,Senior Data Analyst,Lyft,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQFoMDej0VdZVA/company-logo_100_100/0/1630565402130/lyft_logo?e=1712188800&v=beta&t=fwiKeefH7A32-_BMiIij0xasg3-fxmsw9LkZYBr_CHs,"5,001-10,000 employees",Ground Passenger Transportation,158500.0,"Senior Data Analyst, P&L Management"
3732381320,Senior Data Scientist,Boehringer Ingelheim,CT,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D4E0BAQHytxj9hUrYeg/company-logo_100_100/0/1698567439641/boehringer_ingelheim_logo?e=1712188800&v=beta&t=O24pzqRtYBGhqS_JtXjc9TuHW0IXO3zIsEV7Kten51I,"10,001+ employees",Pharmaceutical Manufacturing,147000.0,Senior Clinical Data Scientist - Focus on Statistics
3732660281,Data Engineer,Costco Wholesale,WA,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4D0BAQFgmh2pajt3jQ/company-logo_100_100/0/1631352560809?e=1712188800&v=beta&t=kttMsu1M3qHeL6TYx3EQY3JO1YydkYxrsc8YcrAAMt8,"10,001+ employees",Retail,147500.0,Data Engineer - BI and Analytics Ecom
3732815196,Data Architect,ICW Group,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4D0BAQGwF07p5rr5nA/company-logo_100_100/0/1631374584529/icw_group_logo?e=1712188800&v=beta&t=NWhEYl7emt1QAAj9FC7IFciwqClNqdT7Rs29YE_TzD0,"1,001-5,000 employees",Insurance,182360.0,Data Architect Level III (San Diego)
3733359253,Senior Data Scientist,The Walt Disney Company,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQE7OIxItpOtzA/company-logo_100_100/0/1672755875596/the_walt_disney_company_logo?e=1712188800&v=beta&t=8CQW-yNpgqgo6_Dd8yDFeamuhj3J-KyQBdL3plxGCaQ,"10,001+ employees",Entertainment Providers,159264.0,Senior Data Scientist
3733475846,Research Scientist,ByteDance,CA,Internship,Entry level,L,https://media.licdn.com/dms/image/C560BAQGA-1ynUGnhlA/company-logo_100_100/0/1630658803864/bytedance_logo?e=1712188800&v=beta&t=ZZXLeEcJRd9XlgkxhtEdIeeiPTWNQM6EM5BAkMWoLc8,"10,001+ employees",Software Development,60.0,AI Research Scientist Intern (Applied Machine Learning) - 2024 Summer (PhD))
3733884239,Data Architect,Global Atlantic Financial Group,NY,Full-time,Executive,L,https://media.licdn.com/dms/image/C560BAQH0FqykDhcSBA/company-logo_100_100/0/1631355041627?e=1712188800&v=beta&t=mvD6pSyQOFm11Na-EEa3HZk4l9JVbYP5_d9i_VZfbfs,"1,001-5,000 employees",Insurance,216250.0,"Vice President, Investment Data Architect"
3734077533,Business Analyst,Building Service 32BJ Benefit Funds,NY,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4D0BAQHuq5Sd1ExSww/company-logo_100_100/0/1647872967046/building_service_32bj_benefit_funds_logo?e=1712188800&v=beta&t=9TTTheDTzXviuccASs6CQl3GGBgOSK3nxoFWxoQuls4,"501-1,000 employees",Civic and Social Organizations,125000.0,Business Analyst III
3734758222,Data Analyst,Sentara Health,VA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQHE0lTGsZOjWg/company-logo_100_100/0/1683209739454/sentara_healthcare_logo?e=1712188800&v=beta&t=IHXRQ5kLkusxOMs8_bi_XTIHCm__w_XaW_ghBmaDTec,"10,001+ employees",Hospitals and Health Care,87446.91500000001,Healthcare Data Analyst
3735031898,Python Developer,Cititec Talent,TX,Full-time,Mid-Senior level,M,https://media.licdn.com/dms/image/D4D0BAQGJRQyyDjc2PQ/company-logo_100_100/0/1682610458831/cititec_logo?e=1712188800&v=beta&t=K6hvpTGCu-nPMPazapgpiMxlamx-f-5KvU-0s9xSdVQ,11-50 employees,Staffing and Recruiting,140000.0,Python Developer
3735032686,Python Developer,Cititec Talent,MA,Full-time,Mid-Senior level,M,https://media.licdn.com/dms/image/D4D0BAQGJRQyyDjc2PQ/company-logo_100_100/0/1682610458831/cititec_logo?e=1712188800&v=beta&t=K6hvpTGCu-nPMPazapgpiMxlamx-f-5KvU-0s9xSdVQ,11-50 employees,Staffing and Recruiting,125000.0,Python Developer
3735032720,Python Developer,Cititec Talent,NY,Full-time,Mid-Senior level,M,https://media.licdn.com/dms/image/D4D0BAQGJRQyyDjc2PQ/company-logo_100_100/0/1682610458831/cititec_logo?e=1712188800&v=beta&t=K6hvpTGCu-nPMPazapgpiMxlamx-f-5KvU-0s9xSdVQ,11-50 employees,Staffing and Recruiting,175000.0,Python Developer
3735355556,Senior Business Analyst,Zap Energy,WA,Full-time,Mid-Senior level,M,https://media.licdn.com/dms/image/C560BAQHS1M8Lbp2UAg/company-logo_100_100/0/1630660235532/zap_energy_logo?e=1712188800&v=beta&t=EWP7tqGWU9uGE3sZUk-p-Z-coBz7E7ZJQOgqc-NIuA0,51-200 employees,Renewable Energy Power Generation,137500.0,Senior Business Analyst
3735880619,Senior Data Analyst,Procter & Gamble,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448432247/procter_and_gamble_logo?e=1712188800&v=beta&t=JD9eGKQQ1484HoEayvo15LU2t-6SXpsFgo4cq1Z4WnY,"10,001+ employees",Manufacturing,121500.0,"REMOTE, E-commerce, Native Senior Go to Market, Data Analyst"
3736546825,Senior Business Analyst,"American Honda Motor Company, Inc.",CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQHNId7SexC_OQ/company-logo_100_100/0/1631325489031?e=1712188800&v=beta&t=APuxu-NMOb1d3j5uVkHFwqFVj6fQ8w6VXGde6xthZSw,"10,001+ employees",Motor Vehicle Manufacturing,108350.0,Sr. Business Analyst
3737410602,Data Analyst,Public Health Solutions,NY,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4D0BAQFYCvtUJIAk8Q/company-logo_100_100/0/1631364115006?e=1712188800&v=beta&t=8cS1PlfD5vpNeWrjFe6_YgbEeqsqACfXP0tdN4P6qE4,"501-1,000 employees",Non-profit Organizations,70000.0,Data Analyst
3737669941,Data Analyst,Northwestern University,IL,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQH-sXOOSUF3aA/company-logo_100_100/0/1631319371681?e=1712188800&v=beta&t=vvuNEupkSh9oHmPTFAnW3Xl5HExTAxg0qTYop38_Qbk,"5,001-10,000 employees",Higher Education,66326.5,Research Data Analyst Associate
3737679250,Data Scientist,Northwestern University,IL,Temporary,Entry level,L,https://media.licdn.com/dms/image/C4E0BAQH-sXOOSUF3aA/company-logo_100_100/0/1631319371681?e=1712188800&v=beta&t=vvuNEupkSh9oHmPTFAnW3Xl5HExTAxg0qTYop38_Qbk,"5,001-10,000 employees",Higher Education,87000.0,Data Scientist
3737711421,Deep Learning Engineer,Anyscale,CA,Full-time,Entry level,M,https://media.licdn.com/dms/image/C560BAQGJsteCVGRWMw/company-logo_100_100/0/1656649963514/joinanyscale_logo?e=1712188800&v=beta&t=T_Eolr566hWHU0tqjqJxo4iElOt22xxErTI7jNcyV4w,51-200 employees,Software Development,203556.0,Deep Learning Performance Engineer
3737904143,Senior Machine Learning Engineer,TikTok,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C510BAQGCdThXIss7UQ/company-logo_100_100/0/1630606162248/tiktok_logo?e=1712188800&v=beta&t=TnKOeulgrxOnJlI9SSXh4fTDEGqREutfoACQXiEx7ZU,"10,001+ employees",Entertainment Providers,274500.0,"Senior Machine Learning Engineer, TikTok Lead Ads"
3738311326,Senior Data Engineer,Velir,MA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQHgzAlXO3joOg/company-logo_100_100/0/1656680958166/velir_logo?e=1712188800&v=beta&t=PiFjHRXy7BzZdo160CKKiZnlPgk8TQgG4bH4JTfRKn4,201-500 employees,Professional Services,113000.0,Senior Data Engineer
3738798537,Senior Business Analyst,ESPN,NY,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQHPS2TC1WmNmA/company-logo_100_100/0/1631318903298?e=1712188800&v=beta&t=xp_tNho7uPlBCw_31JSHUGfTMn7L3mnmSvNEOzA2Aak,"5,001-10,000 employees",Broadcast Media Production and Distribution,120000.0,Sr. Business Analyst
3741234541,Senior Data Scientist,CCS Fundraising,NY,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQFWCMy4yzdWvg/company-logo_100_100/0/1672848918494/ccsfundraising_logo?e=1712188800&v=beta&t=3SXRKiFLMV8qpCBjUlqcQfqC8mqxwKtkqoXisVuHJdY,"501-1,000 employees",Business Consulting and Services,130000.0,Senior Data Scientist
3741398488,Data Architect,Sam's Club,TX,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQGvnn90LPVzoQ/company-logo_100_100/0/1668807570645/sams_club_logo?e=1712188800&v=beta&t=VWV1xPOA_yuNFmHCgH0wy6lyJs38H2SbcTJIx207kjo,"10,001+ employees",Retail,165000.0,"Staff, Data Architect"
3741448653,Business Analyst,CACI International Inc,VA,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4E0BAQG7gAj_BVld5Q/company-logo_100_100/0/1647546911085/caci_international_inc_logo?e=1712188800&v=beta&t=KMRpfYTvzBAgq2SZnaAicPnAWiebJsB69Nn9pNYFtdI,"10,001+ employees",IT Services and IT Consulting,64000.0,Business Analyst- Junior
3741498317,Business Analyst,SpaceX,TX,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQEbqLQ-JE0vdQ/company-logo_100_100/0/1630604387686/spacex_logo?e=1712188800&v=beta&t=EZSWERYh9AlYodATLM4-X_grVrPWKnI4vvmNQkpUolc,"1,001-5,000 employees",Aviation and Aerospace Component Manufacturing,85000.0,"Business Analyst, Starlink Licensing & Activation"
3742606361,Senior Data Scientist,Amazon,WA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQHTvZwCx4p2Qg/company-logo_100_100/0/1630640869849/amazon_logo?e=1712188800&v=beta&t=8Vy4H1heWqvOtTaiqMLscpz9K4ydgZ8TuE77tzZLLmw,"10,001+ employees",Software Development,187450.0,"Sr. Data Scientist, Amazon Consumables Category Productivity"
3742840876,Python Developer,NerdRabbit,GA,Full-time,Mid-Senior level,M,https://media.licdn.com/dms/image/D560BAQEsYvE_o9jmhg/company-logo_100_100/0/1698841278839/nerdrabbit_logo?e=1712188800&v=beta&t=Jhc35jwNn5mBUt6RzB5foymTX-vIiFCgw1oHL0HtooY,11-50 employees,IT Services and IT Consulting,130000.0,AWS Python Developer
3743996500,Senior Data Engineer,Brother USA,NJ,Full-time,Associate,L,https://media.licdn.com/dms/image/C4D0BAQFJI6nlqMX1dQ/company-logo_100_100/0/1630452603616/brother_international_corporation_logo?e=1712188800&v=beta&t=GSWkMcqcyuA58Ck6kkPtsUYE_tW-CgkaHloRCBxFOrY,"501-1,000 employees",Computers and Electronics Manufacturing,135000.0,Senior Data Engineer
3744050022,Senior Data Analyst,The Walt Disney Company,CA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQE7OIxItpOtzA/company-logo_100_100/0/1672755875596/the_walt_disney_company_logo?e=1712188800&v=beta&t=8CQW-yNpgqgo6_Dd8yDFeamuhj3J-KyQBdL3plxGCaQ,"10,001+ employees",Entertainment Providers,131808.0,Sr Data Analyst
3744994250,Senior Data Scientist,CVS Health,MA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQEhOw_KVli-CQ/company-logo_100_100/0/1669901807779/cvs_health_logo?e=1712188800&v=beta&t=luPDeNTzERpEC90pRXFtEcwI_IbPq3qwmZI9aaVogHE,"10,001+ employees",Hospitals and Health Care,151750.0,Sr Data Scientist - Product&Pricing Analytics
3745036015,Research Scientist,Bosch USA,PA,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQHz5fEjDesukA/company-logo_100_100/0/1657891152888/boschusa_logo?e=1712188800&v=beta&t=IupnKiNKasFII9KWWjI6sJp5zYZ9vM6QZ7iNe3ffRoA,"10,001+ employees",Software Development,140000.0,Research Scientist -- Machine Learning and Signal Processing for Multimodal Perception
