job_id,job_title,company_name,company_state,salary_range,remote_ratio,employment_type,experience_level,company_size,image_link,employees,salary,original_title,L,M,S
3718278443,9,Imagry,CA,,0,1,0,M,https://media.licdn.com/dms/image/D4D0BAQFRfr6qpo2stA/company-logo_100_100/0/1701696467597/imagry_logo?e=1709769600&v=beta&t=z_89vQoQ12da9WsrE8Bp-UUlpzHAvT8ANKO_vKfpLs0,De 51 a 200 empleados,,Machine Learning Engineer,0.0,1.0,0.0
3740964793,6,Copart,TX,,0,1,0,L,https://media.licdn.com/dms/image/C4E0BAQFf9L64EHKHGw/company-logo_100_100/0/1659536108404/copart_logo?e=1709769600&v=beta&t=FWuy9RpJDUGztr91BxCpA_ikdANMXIBtaW9guUwKwvs,De 5.001 a 10.000 empleados,,Data Scientist Intern,1.0,0.0,0.0
3741108903,5,Own Company,NJ,,0,1,0,L,https://media.licdn.com/dms/image/D4E0BAQGVSsDRCommUg/company-logo_100_100/0/1697466930563/owndata_logo?e=1709769600&v=beta&t=iuBiMSyAlp3I2GQUu-ET7e1Uhj1uHpj7ijw0hrqvx9I,De 501 a 1.000 empleados,,Data Engineer,1.0,0.0,0.0
3752872433,6,Copart,TX,,50,1,0,L,https://media.licdn.com/dms/image/C4E0BAQFf9L64EHKHGw/company-logo_100_100/0/1659536108404/copart_logo?e=1709769600&v=beta&t=FWuy9RpJDUGztr91BxCpA_ikdANMXIBtaW9guUwKwvs,De 5.001 a 10.000 empleados,,Data Scientist Intern (HB),1.0,0.0,0.0
3753015172,5,ARA,VA,,50,1,0,L,https://media.licdn.com/dms/image/C4D0BAQGJaMmMeoNeEg/company-logo_100_100/0/1631356968447/ara_logo?e=1709769600&v=beta&t=gmezu0MCLjeldpFhMJ0aNNBNWNFQsp77Iwl9VMKWEHc,De 5.001 a 10.000 empleados,,Junior Data Engineer,1.0,0.0,0.0
3753408170,10,NVIDIA,CA,,50,1,0,L,https://media.licdn.com/dms/image/C560BAQFDs6GbpvE3zA/company-logo_100_100/0/1630584931971/nvidia_logo?e=1709164800&v=beta&t=gJsBbB-gD4-nlpd8YA441l9Ob9rrLfmBPfMAdVGbKE4,Más de 10.001 empleados,,Senior Deep Learning Algorithm Engineer,1.0,0.0,0.0
3754419732,6,AMISEQ,CA,,50,1,0,M,https://media.licdn.com/dms/image/C510BAQEEk2U6gKcnDw/company-logo_100_100/0/1631322348641?e=1709769600&v=beta&t=gIpDz6cdcSn3GgS5JSA_yshh5VvHBV94EExCcFef-Ys,De 51 a 200 empleados,,Data Scientist MMM (Marketing Mix Model),0.0,1.0,0.0
3759515210,5,People Tech Group Inc,MI,,0,1,0,L,https://media.licdn.com/dms/image/D560BAQEPOko7pmrlpA/company-logo_100_100/0/1697543948515/people_tech_group_inc_logo?e=1709769600&v=beta&t=kJT58ybIN-Lm-KNsmdsd9Yrk8BgsF8ygEOo84nXGO3I,De 1.001 a 5.000 empleados,,Data Engineer,1.0,0.0,0.0
3762626619,5,King County Library System,WA,"106.953,60 $/año - 130.000 $/año",0,4,3,L,https://media.licdn.com/dms/image/C4E0BAQEXO13qSg28EQ/company-logo_100_100/0/1631306948132?e=1709769600&v=beta&t=queRXZbwlsRfUNgbrjYuGJ-Dzye9BeMZAAQMR_SxlAo,De 1.001 a 5.000 empleados,,Data Engineer,1.0,0.0,0.0
3762630876,9,TikTok,CA,"106.953,60 $/año - 130.000 $/año",0,4,3,L,https://media.licdn.com/dms/image/C510BAQGCdThXIss7UQ/company-logo_100_100/0/1630606162248/tiktok_logo?e=1709769600&v=beta&t=zFlqgVYGOAf8IAL9AMOqmhIluFrwBdNq6gNNr4tz9uQ,Más de 10.001 empleados,,Machine Learning Engineer,1.0,0.0,0.0
3762639993,6,InvestM Technology LLC,USA,"106.953,60 $/año - 130.000 $/año",0,4,3,M,https://media.licdn.com/dms/image/D4E0BAQHkkQTrNTKbXg/company-logo_100_100/0/1686516969862/investm_technology_llc_logo?e=1709769600&v=beta&t=kDoIMRvAbVN_ofEa_FXMHF9NC6hw7vaP0EBqnH7xek4,De 11 a 50 empleados,,Data Scientist - Investment Management,0.0,1.0,0.0
3764684840,6,Ancestry,UT,,0,1,0,L,https://media.licdn.com/dms/image/C560BAQF6eczpL7ff5A/company-logo_100_100/0/1630646295795/ancestrycom_logo?e=1709769600&v=beta&t=vVdKX3E3LTBlvJfjRApXo7TmvUc7lBhQMST5I474kAw,De 1.001 a 5.000 empleados,,"Discovery Data Scientist, Summer Intern",1.0,0.0,0.0
3764690025,9,Ancestry,UT,,0,1,0,L,https://media.licdn.com/dms/image/C560BAQF6eczpL7ff5A/company-logo_100_100/0/1630646295795/ancestrycom_logo?e=1709769600&v=beta&t=vVdKX3E3LTBlvJfjRApXo7TmvUc7lBhQMST5I474kAw,De 1.001 a 5.000 empleados,,"Machine Learning Engineer, Summer Intern",1.0,0.0,0.0
3764713559,6,TekSynap,VA,,0,1,0,L,https://media.licdn.com/dms/image/C4E0BAQHwMKNGGQj8Zw/company-logo_100_100/0/1631359702306/synaptek_corporation_logo?e=1709769600&v=beta&t=HHNsy6G8GrR8ykZDtjyTSJM_0k0f5G6fCy53EDdMBJE,De 1.001 a 5.000 empleados,,Sr. Data Scientist,1.0,0.0,0.0
3764752491,9,Ancestry,UT,,0,1,0,L,https://media.licdn.com/dms/image/C560BAQF6eczpL7ff5A/company-logo_100_100/0/1630646295795/ancestrycom_logo?e=1709769600&v=beta&t=vVdKX3E3LTBlvJfjRApXo7TmvUc7lBhQMST5I474kAw,De 1.001 a 5.000 empleados,,"Machine Learning Engineer, Summer Intern (Platforms)",1.0,0.0,0.0
3764783034,5,MindPal,UT,,0,1,0,M,https://media.licdn.com/dms/image/D560BAQFuR3TwBeOqFw/company-logo_100_100/0/1692915501515/mindpalco_logo?e=1709164800&v=beta&t=uu8ZC4k3SiY95Va657G9Y73vHTPjuvQo0vf4Fs-8jCk,De 51 a 200 empleados,,Data Engineer (Snowflake),0.0,1.0,0.0
