job_id,job_title,company_name,company_state,remote_ratio,employment_type,experience_level,company_size,image_link,employees,company_services,salary,min,max,original_title
3742823842,Python Developer,NASK Incorporated,OH,On-site,Full-time,Entry level,M,https://media.licdn.com/dms/image/C560BAQFoqDlo1BtPzg/company-logo_100_100/0/1630670820671/n_ask_logo?e=1712188800&v=beta&t=eeFF87fwAtHRFc9jRVFQIkO4GweYDfBQhM9eekw25u4,51-200 employees,Defense and Space Manufacturing,,,,Python Developer
3742840876,Python Developer,NerdRabbit,GA,Hybrid,Full-time,Mid-Senior level,M,https://media.licdn.com/dms/image/D560BAQEsYvE_o9jmhg/company-logo_100_100/0/1698841278839/nerdrabbit_logo?e=1712188800&v=beta&t=Jhc35jwNn5mBUt6RzB5foymTX-vIiFCgw1oHL0HtooY,11-50 employees,IT Services and IT Consulting,130000.0,120000.0,140000.0,AWS Python Developer
3743040112,Data Scientist,Hilton,VA,On-site,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQEHYnczCpQaAQ/company-logo_100_100/0/1654652249026/hilton_logo?e=1712188800&v=beta&t=lM8wrTl7HWkIrWLwkjZk_YKJroEhQHqLeLG_uhXVLC0,"10,001+ employees",Hospitality,,,,Lead Data Scientist
3743477560,Python Developer,Tandym Group,IL,Hybrid,Full-time,Entry level,L,https://media.licdn.com/dms/image/D4E0BAQHqsy9NUdiZzA/company-logo_100_100/0/1688226477413/tandymgroup_logo?e=1712188800&v=beta&t=3H5A5q97aOzrdcMXygnKKsDH80w4Ebct9kbbzM6A60c,201-500 employees,Staffing and Recruiting,,,,Python Developer
3743752220,Senior Business Analyst,Ameren,MO,Hybrid,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C510BAQEa6jEsAK4D_A/company-logo_100_100/0/1631300714549?e=1712188800&v=beta&t=RBqzUfZS7GAl9i4JqV0MCI_DngLSNJ-yBL7hWUxkiP8,"5,001-10,000 employees",Utilities,,,,Senior Business Analyst
3743996500,Senior Data Engineer,Brother USA,NJ,Hybrid,Full-time,Associate,L,https://media.licdn.com/dms/image/C4D0BAQFJI6nlqMX1dQ/company-logo_100_100/0/1630452603616/brother_international_corporation_logo?e=1712188800&v=beta&t=GSWkMcqcyuA58Ck6kkPtsUYE_tW-CgkaHloRCBxFOrY,"501-1,000 employees",Computers and Electronics Manufacturing,135000.0,125000.0,145000.0,Senior Data Engineer
3744050022,Senior Data Analyst,The Walt Disney Company,CA,On-site,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQE7OIxItpOtzA/company-logo_100_100/0/1672755875596/the_walt_disney_company_logo?e=1712188800&v=beta&t=8CQW-yNpgqgo6_Dd8yDFeamuhj3J-KyQBdL3plxGCaQ,"10,001+ employees",Entertainment Providers,131808.0,112586.0,151030.0,Sr Data Analyst
3744382273,Data Engineer,MassMutual,MA,Hybrid,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4D0BAQHw6CXARf0x1g/company-logo_100_100/0/1641394602825/massmutual_financial_group_logo?e=1712188800&v=beta&t=z0ssZ7d4Lzxy35dKCybez2f0w7Ngcvr_VHhBIHxcqHY,"5,001-10,000 employees",Financial Services,,,,Quantitative Data Engineer
3744994250,Senior Data Scientist,CVS Health,MA,On-site,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQEhOw_KVli-CQ/company-logo_100_100/0/1669901807779/cvs_health_logo?e=1712188800&v=beta&t=luPDeNTzERpEC90pRXFtEcwI_IbPq3qwmZI9aaVogHE,"10,001+ employees",Hospitals and Health Care,151750.0,103500.0,200000.0,Sr Data Scientist - Product&Pricing Analytics
3745036015,Research Scientist,Bosch USA,PA,On-site,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQHz5fEjDesukA/company-logo_100_100/0/1657891152888/boschusa_logo?e=1712188800&v=beta&t=IupnKiNKasFII9KWWjI6sJp5zYZ9vM6QZ7iNe3ffRoA,"10,001+ employees",Software Development,140000.0,130000.0,150000.0,Research Scientist -- Machine Learning and Signal Processing for Multimodal Perception
3745309187,Data Scientist,Panasonic Avionics Corporation,CA,On-site,Full-time,Entry level,L,https://media.licdn.com/dms/image/C560BAQHzMyC3TFmp5Q/company-logo_100_100/0/1630669005786/panasonic_avionics_corporation_logo?e=1712188800&v=beta&t=KYEXf-7HJhEZABiNzwezI1Q5zpEOLmQB9LTnGUgvJh4,"5,001-10,000 employees",Aviation and Aerospace Component Manufacturing,99000.0,74000.0,124000.0,Data Scientist (Hybrid)
3745689248,Python Developer,"V-Soft Consulting Group, Inc.",TX,Hybrid,Contract,Entry level,L,https://media.licdn.com/dms/image/C4E0BAQFqo_1RVUV3Lg/company-logo_100_100/0/1631304414125?e=1712188800&v=beta&t=RP03Cpkp_MUhGfdt_lETa52RWVn9-U6mcPyDBJfrK24,"1,001-5,000 employees",IT Services and IT Consulting,,,,Python Developer
3746395529,Senior Data Engineer,CVS Health,TX,On-site,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQEhOw_KVli-CQ/company-logo_100_100/0/1669901807779/cvs_health_logo?e=1712188800&v=beta&t=luPDeNTzERpEC90pRXFtEcwI_IbPq3qwmZI9aaVogHE,"10,001+ employees",Hospitals and Health Care,143000.0,90000.0,196000.0,Senior Data Engineer - Data Modeling
3746768894,Senior Data Engineer,bp,TX,,Full-time,Associate,L,https://media.licdn.com/dms/image/D4E0BAQED9BWwfHGKsA/company-logo_100_100/0/1688374637002/bp_logo?e=1712188800&v=beta&t=FCrfs1GY2LAEpYtjDQdKgEMsci5lWpZOoC7zPDT70XI,"10,001+ employees",Oil and Gas,,,,Senior data engineer
3746862436,Data Engineer,The Hartford,CT,On-site,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4E0BAQHAQSlaCTm2TA/company-logo_100_100/0/1630617851831/the_hartford_logo?e=1712188800&v=beta&t=qOje6kB2rZWjBZogknbbLXLHdrIO5_L0VYEz-CTJ1QU,"10,001+ employees",Financial Services,119000.0,95200.0,142800.0,Data Engineer - Hybrid
3747081162,Business Analyst,Overhead Door Corporation,TX,Hybrid,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQGD63sLeQZbkQ/company-logo_100_100/0/1631312199057?e=1712188800&v=beta&t=8bffu87cYnpyz5cAHYcnLIz47cyuHNu-er0cr2XO2oA,"1,001-5,000 employees",Wholesale Building Materials,,,,Business Analyst Retail Support
3747249938,Senior Business Analyst,Arcadis,TX,Remote,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQFAyhh51gC9dw/company-logo_100_100/0/1688175752807?e=1712188800&v=beta&t=rT7jz5G2sMJecUYuLJEd7JVviZLPC2cp99sT4v7p7KQ,"10,001+ employees",Professional Services,112270.0,82400.0,142140.0,Senior Consultant/ Business Analyst
3747492264,Data Scientist,Cenergistic,TX,Hybrid,Full-time,Entry level,L,https://media.licdn.com/dms/image/C560BAQHVH6u0-rmIvg/company-logo_100_100/0/1651606264792/cenergistic_logo?e=1712188800&v=beta&t=nmbdI35B-TEScPBmMk-L1EFfDO7n8G1g7UJzDBmUOFc,201-500 employees,Environmental Services,,,,Data Scientist
3747569772,Data Engineer,Massachusetts Institute of Technology,MA,,Full-time,Entry level,L,https://media.licdn.com/dms/image/D560BAQH-UXRfIDIKug/company-logo_100_100/0/1689799729035/mit_logo?e=1712188800&v=beta&t=clbzC8_ISTHU57PsmEh5qGrLq-7nr8fJToNpxxgENzo,"5,001-10,000 employees",Higher Education,,,,Data Engineer
3748816334,Data Architect,AbbVie,IL,,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQFsLi_6JprdXg/company-logo_100_100/0/1688206283525/abbvie_logo?e=1712188800&v=beta&t=lMQi3Xrlx2HZ4FX-zaJ2ilhHqFzLaTcPYu0rZqDheDU,"10,001+ employees",Pharmaceutical Manufacturing,,,,Data Architect - Commercial Aesthetics
3748933418,Data Analyst,PRECISIONxtract,IN,Remote,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D4E0BAQF3X3HzRLVtTA/company-logo_100_100/0/1698849597798/precisionxtract_logo?e=1712188800&v=beta&t=mKezTlQKQqlUt-Z2GrPSQPXmRrCJ2pvvkztDKcLCJ0I,"501-1,000 employees",Business Intelligence Platforms,75000.0,62500.0,87500.0,SQL Data Analyst I
3749131412,Senior Business Analyst,Bed Bath & Beyond,UT,On-site,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQGZgHvQO4l3Bw/company-logo_100_100/0/1700075932567/bed_bath_and_beyond_logo?e=1712188800&v=beta&t=CsvFWGwif63jlQwjd4J3Vnq8hylqYapR1S5fgDiWzik,"501-1,000 employees",Retail,94500.0,84000.0,105000.0,"Senior Business Analyst, Analytics"
3749133001,Data Engineer,Space Telescope Science Institute,MD,Hybrid,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4D0BAQHZk_7YMJkgVw/company-logo_100_100/0/1631367574987/space_telescope_science_institute_logo?e=1712188800&v=beta&t=tUoLy4Sh2vHiMB2tP90Qedmwgi0o4Yv0_l_XO9ZEKqw,"501-1,000 employees",Research Services,,,,Data Engineer
3749167727,Data Engineer,Sasol,TX,Hybrid,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4E0BAQGyeljXUeahug/company-logo_100_100/0/1631306403556?e=1712188800&v=beta&t=pCvLjyFcdD5iSptJv04RNy_mvoNYVkDOmZ3IYAuksEI,"10,001+ employees",Chemical Manufacturing,,,,Data Engineer
3749167732,Data Scientist,Sasol,LA,Hybrid,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4E0BAQGyeljXUeahug/company-logo_100_100/0/1631306403556?e=1712188800&v=beta&t=pCvLjyFcdD5iSptJv04RNy_mvoNYVkDOmZ3IYAuksEI,"10,001+ employees",Chemical Manufacturing,,,,Data Scientist
3749193234,Senior Data Scientist,Walmart,NJ,,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQE4Th_qgWovfg/company-logo_100_100/0/1655487552700/walmart_logo?e=1712188800&v=beta&t=d-j6NSBynBLKYEgtFUOmQlRlHI_OkP0rMG7mg5DwxNA,"10,001+ employees",Retail,162000.0,108000.0,216000.0,"Senior, Data Scientist"
3749204297,Deep Learning Engineer,NVIDIA,CA,,Full-time,Entry level,L,https://media.licdn.com/dms/image/C560BAQFDs6GbpvE3zA/company-logo_100_100/0/1630584931971/nvidia_logo?e=1712188800&v=beta&t=3rSWyGm_Rhq8dif50FGLKrbiW9lcxWPSHTHX7a8oIT0,"10,001+ employees",Computer Hardware Manufacturing,142000.0,100000.0,184000.0,"Deep Learning Performance Software Engineer, Inference - New College Graduate"
3749501151,Data Architect,Arcadis,TN,Remote,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQFAyhh51gC9dw/company-logo_100_100/0/1688175752807?e=1712188800&v=beta&t=rT7jz5G2sMJecUYuLJEd7JVviZLPC2cp99sT4v7p7KQ,"10,001+ employees",Professional Services,102500.0,95000.0,110000.0,Data Architect
3749501152,Data Architect,Arcadis,FL,Remote,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQFAyhh51gC9dw/company-logo_100_100/0/1688175752807?e=1712188800&v=beta&t=rT7jz5G2sMJecUYuLJEd7JVviZLPC2cp99sT4v7p7KQ,"10,001+ employees",Professional Services,102500.0,95000.0,110000.0,Data Architect
3749502154,Data Architect,Arcadis,MD,Remote,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQFAyhh51gC9dw/company-logo_100_100/0/1688175752807?e=1712188800&v=beta&t=rT7jz5G2sMJecUYuLJEd7JVviZLPC2cp99sT4v7p7KQ,"10,001+ employees",Professional Services,102500.0,95000.0,110000.0,Data Architect
3749502156,Data Architect,Arcadis,IL,Remote,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQFAyhh51gC9dw/company-logo_100_100/0/1688175752807?e=1712188800&v=beta&t=rT7jz5G2sMJecUYuLJEd7JVviZLPC2cp99sT4v7p7KQ,"10,001+ employees",Professional Services,102500.0,95000.0,110000.0,Data Architect
3749503138,Data Architect,Arcadis,NJ,Remote,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQFAyhh51gC9dw/company-logo_100_100/0/1688175752807?e=1712188800&v=beta&t=rT7jz5G2sMJecUYuLJEd7JVviZLPC2cp99sT4v7p7KQ,"10,001+ employees",Professional Services,102500.0,95000.0,110000.0,Data Architect
3749505018,Data Architect,Arcadis,PA,Remote,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQFAyhh51gC9dw/company-logo_100_100/0/1688175752807?e=1712188800&v=beta&t=rT7jz5G2sMJecUYuLJEd7JVviZLPC2cp99sT4v7p7KQ,"10,001+ employees",Professional Services,102500.0,95000.0,110000.0,Data Architect
3749505019,Data Architect,Arcadis,VA,Remote,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQFAyhh51gC9dw/company-logo_100_100/0/1688175752807?e=1712188800&v=beta&t=rT7jz5G2sMJecUYuLJEd7JVviZLPC2cp99sT4v7p7KQ,"10,001+ employees",Professional Services,102500.0,95000.0,110000.0,Data Architect
3749570266,Data Scientist,Battelle,VA,On-site,Full-time,Entry level,L,https://media.licdn.com/dms/image/C510BAQEMf5QYHlJy9w/company-logo_100_100/0/1631438991474?e=1712188800&v=beta&t=jVkJp4OoYDyaHt6vwMWHValdUXs5_uNXRFsE4jKNeOs,"10,001+ employees",Research Services,,,,Data Scientist II
3750650247,Machine Learning Engineer,Gridmatic,CA,Hybrid,Full-time,Entry level,M,https://media.licdn.com/dms/image/C560BAQFLbewxvLQUKQ/company-logo_100_100/0/1630672280965/gridmatic_inc_logo?e=1712188800&v=beta&t=BKQgu9Ma2NFuUQs_xHFQEsTd_9usUra32KJw18ZWz0w,11-50 employees,Software Development,140000.0,101000.0,179000.0,Machine Learning Engineer
3750871860,Machine Learning Engineer,Optiver,TX,On-site,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQE5InV7BZ_Wjg/company-logo_100_100/0/1659345131981/optiver_logo?e=1712188800&v=beta&t=yLUcx-e-zwgJYEt5ruhBXPpE3JHiwVpL5nBIoc6B4LI,"1,001-5,000 employees",Capital Markets,,,,Machine Learning Engineer (Austin)
3751160160,Data Scientist,Casey's,IA,Hybrid,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4E0BAQENoiuglm2RCA/company-logo_100_100/0/1630632383583/caseys_logo?e=1712188800&v=beta&t=aip9caCnbIXOvMKJA13OLVpSIMPGOuLLkghk7WeiF9o,"10,001+ employees",Food and Beverage Services,,,,Data Scientist-Supply Chain
3751170717,Data Scientist,Lyft,CA,,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQFoMDej0VdZVA/company-logo_100_100/0/1630565402130/lyft_logo?e=1712188800&v=beta&t=fwiKeefH7A32-_BMiIij0xasg3-fxmsw9LkZYBr_CHs,"5,001-10,000 employees",Ground Passenger Transportation,159500.0,139000.0,180000.0,"Data Scientist, Algorithms - Rider"
3751628399,Machine Learning Engineer,VeeAR Projects Inc.,TX,On-site,Contract,Associate,L,https://media.licdn.com/dms/image/C560BAQH9cWuYKO4z2w/company-logo_100_100/0/1656945409734/veear_projects_logo?e=1712188800&v=beta&t=LoIqL9-4Ud9elgY1cnWg_X843aHoZG3rA8xNbHBMBGg,201-500 employees,IT Services and IT Consulting,,,,Machine Learning Engineer
3751683553,Senior Data Scientist,Amazon,TN,,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQHTvZwCx4p2Qg/company-logo_100_100/0/1630640869849/amazon_logo?e=1712188800&v=beta&t=8Vy4H1heWqvOtTaiqMLscpz9K4ydgZ8TuE77tzZLLmw,"10,001+ employees",Software Development,187450.0,127300.0,247600.0,"Sr.Data Scientist, DSP Insurance"
3751687109,Senior Data Scientist,Amazon,WA,,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQHTvZwCx4p2Qg/company-logo_100_100/0/1630640869849/amazon_logo?e=1712188800&v=beta&t=8Vy4H1heWqvOtTaiqMLscpz9K4ydgZ8TuE77tzZLLmw,"10,001+ employees",Software Development,187450.0,127300.0,247600.0,"Sr Data Scientist, DSP Insurance"
3751698614,Business Analyst,MassMutual,MA,Hybrid,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4D0BAQHw6CXARf0x1g/company-logo_100_100/0/1641394602825/massmutual_financial_group_logo?e=1712188800&v=beta&t=z0ssZ7d4Lzxy35dKCybez2f0w7Ngcvr_VHhBIHxcqHY,"5,001-10,000 employees",Financial Services,,,,Business Analyst
3752014112,Business Analyst,EnerSys,FL,On-site,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQHoJ6KtBpt4mA/company-logo_100_100/0/1630654532897/enersys_logo?e=1712188800&v=beta&t=5ICsNJgu5-Wf48hKQqe3g_-j2cuAlx70iJk-wuRO7q8,"5,001-10,000 employees","Appliances, Electrical, and Electronics Manufacturing",,,,Business Analyst
3752032977,Data Scientist,Micron Technology,VA,,Full-time,Entry level,L,https://media.licdn.com/dms/image/D560BAQFSgzdeJVQ7kw/company-logo_100_100/0/1689289021439?e=1712188800&v=beta&t=55dtZa63CKCL-02is_dAGOYGD5ViQbxKZb4prE85HE4,"10,001+ employees",Semiconductor Manufacturing,,,,Data Scientist
3752203138,Data Engineer,Springfield Clinic,IL,On-site,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4D0BAQFVUlNGau9biQ/company-logo_100_100/0/1630472578551/springfield_clinic_logo?e=1712188800&v=beta&t=TyVEdBv486AcLIEmT9kqpwISEGXQbZgrJijWxhcVEes,"1,001-5,000 employees",Hospitals and Health Care,,,,Data Engineer
3752369008,Senior Data Engineer,Skechers,CA,Hybrid,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQEjCXDXKHTvrA/company-logo_100_100/0/1630587743101/skechers_logo?e=1712188800&v=beta&t=4LER_7Wq2hWwXurlo_YEsBJjeKR6rCZ0rFUtV9MbreU,"10,001+ employees",Retail,152500.0,130000.0,175000.0,Senior Data Engineer
3752391312,Data Engineer,Nickelodeon,CA,,Full-time,Entry level,M,https://media.licdn.com/dms/image/C4D0BAQGw3Rf7RHVVPw/company-logo_100_100/0/1631303448306?e=1712188800&v=beta&t=5FykCznPHKK1rxmIu5AbCJn8sjkWio92TW_44uI03VI,51-200 employees,Broadcast Media Production and Distribution,102800.0,85600.0,120000.0,Data Engineer
3752887099,Data Engineer,Torch.AI,KS,On-site,Full-time,Associate,M,https://media.licdn.com/dms/image/C560BAQG-BEQL8my3uw/company-logo_100_100/0/1656654637556/torchai_logo?e=1712188800&v=beta&t=kC6A80WwSebZ2JKBl_ragiuRuBdlk0B4ZdjsC3kokxM,51-200 employees,Data Infrastructure and Analytics,,,,Data Engineer
3752899296,Senior Machine Learning Engineer,Lyra Health,CA,Remote,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D4E0BAQHiyPzKqdQMcA/company-logo_100_100/0/1689006573492/lyra_health_logo?e=1712188800&v=beta&t=oqBG73HpWSIpxo_UaIwJpSS3si9MqKyQcChn3PmlFLg,"501-1,000 employees",Mental Health Care,169000.0,142000.0,196000.0,Sr. Machine Learning Engineer
3753018207,Python Developer,Saransh Inc,TX,On-site,Contract,Mid-Senior level,M,https://media.licdn.com/dms/image/C4D0BAQEL1CUL6rmpfw/company-logo_100_100/0/1656651694224/saransh_inc_usa_logo?e=1712188800&v=beta&t=4PUqVjvRHXm1nq1Qd0MsFfKLXbx78QVgD9wV-zEpoaI,51-200 employees,IT Services and IT Consulting,,,,Python Developer
3753046498,Business Analyst,iTech Solutions,VA,On-site,Contract,Mid-Senior level,M,https://media.licdn.com/dms/image/C4E0BAQFa-lkJV3fIeg/company-logo_100_100/0/1631313766382?e=1712188800&v=beta&t=t0xvjUNDSCD6T8kS1PGQVQ--bWW2i5H0SQQtN4myDYg,51-200 employees,Information Technology & Services,,,,Business Analyst
3753407228,Senior Deep Learning Engineer,NVIDIA,CA,Remote,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQFDs6GbpvE3zA/company-logo_100_100/0/1630584931971/nvidia_logo?e=1712188800&v=beta&t=3rSWyGm_Rhq8dif50FGLKrbiW9lcxWPSHTHX7a8oIT0,"10,001+ employees",Computer Hardware Manufacturing,254750.0,176000.0,333500.0,Senior Deep Learning Algorithm Engineer
3753408359,Senior Deep Learning Engineer,NVIDIA,CA,Remote,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQFDs6GbpvE3zA/company-logo_100_100/0/1630584931971/nvidia_logo?e=1712188800&v=beta&t=3rSWyGm_Rhq8dif50FGLKrbiW9lcxWPSHTHX7a8oIT0,"10,001+ employees",Computer Hardware Manufacturing,207125.0,144000.0,270250.0,"Senior Python DL Automation Engineer, Deep Learning Algorithms"
3753453819,Python Developer,ClearanceJobs,AL,Remote,Full-time,Entry level,M,https://media.licdn.com/dms/image/C4E0BAQEi7tjYuUi22g/company-logo_100_100/0/1671026323244/clearancejobscom_logo?e=1712188800&v=beta&t=0Nb1iFuMXO2g1l6QYUvjvOJS5fCtL3ubkfVo3weBhwY,11-50 employees,Defense and Space Manufacturing,,,,Geospatial Python Developer with Security Clearance
3753483381,Python Developer,ClearanceJobs,VA,On-site,Full-time,Entry level,M,https://media.licdn.com/dms/image/C4E0BAQEi7tjYuUi22g/company-logo_100_100/0/1671026323244/clearancejobscom_logo?e=1712188800&v=beta&t=0Nb1iFuMXO2g1l6QYUvjvOJS5fCtL3ubkfVo3weBhwY,11-50 employees,Defense and Space Manufacturing,,,,"Python Developer (Full Scope Poly) - $225,000 with Security Clearance"
3754686251,Senior Data Scientist,Health Care Service Corporation,IL,Hybrid,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQHkL8h0cqfTxw/company-logo_100_100/0/1695331167592/blue_cross_and_blue_shield_of_illinois_new_mexico_oklahoma__texas_logo?e=1712188800&v=beta&t=NImY8yoM7ttwmSQ93AL-cQrflBW0pYIw22rvQqeyoV8,"10,001+ employees",Hospitals and Health Care,,,,Sr Data Scientist
3755010225,Data Architect,AE Business Solutions,WI,Remote,Full-time,Mid-Senior level,M,https://media.licdn.com/dms/image/C4E0BAQHX_V72Jyu6cg/company-logo_100_100/0/1678718735702/ae_business_solutions_logo?e=1712188800&v=beta&t=XSs5SOggxyhdLDMsswIzvpnG_N5ZCmEchJzn4rZp_Us,51-200 employees,Information Technology & Services,,,,Data Architect
3755264875,Data Scientist,Auto-Owners Insurance,MI,Remote,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4D0BAQFX3ngQ3382Ww/company-logo_100_100/0/1630548482861/auto_owners_insurance_logo?e=1712188800&v=beta&t=67nWHMf156qa3CAyir7p15dkdKsGSlRwmHYrWz0ePXY,"5,001-10,000 employees",Insurance,,,,Data Scientist
3755386753,Marketing Analyst,Creative Circle,TX,Hybrid,Full-time,Entry level,L,https://media.licdn.com/dms/image/D560BAQFugdCCZV44xQ/company-logo_100_100/0/1685994063200/creative_circle_logo?e=1712188800&v=beta&t=AUO9Q_bBpduxvxtsnUhjGAnbS5ooX1DNOpFgQolWhyw,201-500 employees,Staffing and Recruiting,66000.0,60000.0,72000.0,Digital Marketing Analyst
3755542556,Senior Data Engineer,Mondelēz International,NJ,,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C4D0BAQEXpvlmPQN68Q/company-logo_100_100/0/1630453251495/mondelezinternational_logo?e=1712188800&v=beta&t=7easkHTwFaPeB4ekn7U4d_DSo1c7dMDiypLAQbvYCZk,"10,001+ employees",Food and Beverage Manufacturing,,,,Sr. Data Engineer
3755547138,Business Analyst,Carrier Enterprise,TX,Hybrid,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D4E0BAQEBbHXQHPe3SA/company-logo_100_100/0/1686591882387/carrier_enterprise_logo?e=1712188800&v=beta&t=hGONs_kmvPM7528TxAT6nwdsHnirxow3oUJ2mB2slE4,"1,001-5,000 employees",Wholesale Building Materials,,,,Business Analyst
3755719885,Business Analyst,Health Care Service Corporation,TX,Hybrid,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D560BAQHkL8h0cqfTxw/company-logo_100_100/0/1695331167592/blue_cross_and_blue_shield_of_illinois_new_mexico_oklahoma__texas_logo?e=1712188800&v=beta&t=NImY8yoM7ttwmSQ93AL-cQrflBW0pYIw22rvQqeyoV8,"1,001-5,000 employees",Wholesale Building Materials,,,,Business Analyst
3755998366,Senior Data Scientist,Walmart,TX,,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQE4Th_qgWovfg/company-logo_100_100/0/1655487552700/walmart_logo?e=1712188800&v=beta&t=d-j6NSBynBLKYEgtFUOmQlRlHI_OkP0rMG7mg5DwxNA,"10,001+ employees",Retail,,,,"Senior, Data Scientist"
3756047330,Data Scientist,Roblox,CA,Hybrid,Full-time,Entry level,L,https://media.licdn.com/dms/image/C4E0BAQHcBSrlw3MI3g/company-logo_100_100/0/1661789836195/roblox_logo?e=1712188800&v=beta&t=lNbBtk1S52d_PRMUL3QFO5zGaRvQOTmM9_wZm9Jm8aU,"1,001-5,000 employees",Software Development,210375.0,189100.0,231650.0,People Data Scientist
3756375932,Marketing Analyst,Brown & Brown Insurance,FL,On-site,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D4E0BAQEghd_mHwuz4Q/company-logo_100_100/0/1699563561703/brown__brown_logo?e=1712188800&v=beta&t=h9J35nyfBs4TC7zWZMDLfZl52HrOTsVHp-J3EKOnVaM,"10,001+ employees",Insurance,,,,Commercial Lines Marketing Analyst
3756380660,Marketing Analyst,Brown & Brown Insurance,FL,On-site,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/D4E0BAQEghd_mHwuz4Q/company-logo_100_100/0/1699563561703/brown__brown_logo?e=1712188800&v=beta&t=h9J35nyfBs4TC7zWZMDLfZl52HrOTsVHp-J3EKOnVaM,"10,001+ employees",Insurance,,,,Commercial Lines Marketing Analyst
3756939563,Data Scientist,Koch Industries,MI,Hybrid,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQHOSoK8qcmNaA/company-logo_100_100/0/1674766968703/kochindustries_logo?e=1712188800&v=beta&t=vjG-QlZk86QU_GuxQb-NdMTL6JXGJn6rzxZpT92kSZI,"10,001+ employees",Oil and Gas,,,,Data Scientist
3756940542,Data Scientist,Koch Industries,IL,Hybrid,Full-time,Mid-Senior level,L,https://media.licdn.com/dms/image/C560BAQHOSoK8qcmNaA/company-logo_100_100/0/1674766968703/kochindustries_logo?e=1712188800&v=beta&t=vjG-QlZk86QU_GuxQb-NdMTL6JXGJn6rzxZpT92kSZI,"10,001+ employees",Oil and Gas,,,,Data Scientist
3756946208,Data Scientist,Koch Industries,WI,Hybrid,Full-time,Entry level,L,https://media.licdn.com/dms/image/C560BAQHOSoK8qcmNaA/company-logo_100_100/0/1674766968703/kochindustries_logo?e=1712188800&v=beta&t=vjG-QlZk86QU_GuxQb-NdMTL6JXGJn6rzxZpT92kSZI,"10,001+ employees",Oil and Gas,,,,Data Scientist
3757005950,Data Scientist,AtkinsRéalis,TX,Hybrid,Full-time,Entry level,L,https://media.licdn.com/dms/image/D4E0BAQENGaGvdO3TOw/company-logo_100_100/0/1695059107065/atkinsrealis_logo?e=1712188800&v=beta&t=C5NAO8i9oiHvpf6MRa67lOIcC3t2Ey5TLwx_GlllWpY,"10,001+ employees",Professional Services,,,,Data Scientist
